fixture,seed,parameterBudget,components,parameters,method,status,train,heldout,meanLogScore,scoreMCSE,regionProbability,referenceRegion,fitMillis,scoreMillis,sampleMillis,angularEvaluations
gvm-separated,4,13,2,11,gmm-chart-em,Fitted,800,3000,-2.4017843968980643,0.017750558010595857,0.4066666666666667,0.37833333333333335,4.836,1.2795,0.528,0
gvm-separated,4,13,2,11,gmm-wrapped-em,Fitted,800,3000,-2.4017860594884097,0.017750558010595854,0.4066666666666667,0.37833333333333335,5.0493,1.9894,0.5414,0
gvm-separated,4,27,4,27,gvm-em,IterationLimit,800,3000,-2.41386483065471,0.018644672133956895,0.4053333333333333,0.37833333333333335,464.7907,1.4766,0.6298,27002
gvm-separated,4,27,4,23,gmm-chart-em,Fitted,800,3000,-2.4096516294142467,0.018161304076318836,0.4206666666666667,0.37833333333333335,77.1404,2.3348,0.7122,0
gvm-separated,4,27,4,23,gmm-wrapped-em,Fitted,800,3000,-2.4096543953237965,0.018161304076318843,0.4206666666666667,0.37833333333333335,77.2193,3.5778,0.6047,0
gaussian-local,0,6,1,6,gvm-em,Converged,800,3000,-1.0094317903830787,0.01867213267782775,0.13066666666666665,0.15433333333333332,5.0875,0.6231,0.508,222
gaussian-local,0,6,1,5,gmm-chart-em,Fitted,800,3000,-1.0084996409962703,0.018655558294203393,0.135,0.15433333333333332,1.059,0.7353,0.4932,0
gaussian-local,0,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.0084996409962703,0.018655558294203393,0.135,0.15433333333333332,0.9596,1.1212,0.4936,0
gaussian-local,0,13,2,13,gvm-em,IterationLimit,800,3000,-1.0163045753052047,0.019106323456880382,0.13366666666666666,0.15433333333333332,238.9869,0.9371,0.5521,13343
gaussian-local,0,13,2,11,gmm-chart-em,Fitted,800,3000,-1.0123048279762163,0.01892103737504763,0.127,0.15433333333333332,58.49,1.2775,0.5593,0
gaussian-local,0,13,2,11,gmm-wrapped-em,Fitted,800,3000,-1.0123048279762163,0.018921037375047637,0.127,0.15433333333333332,57.9497,1.9961,0.5273,0
gaussian-local,0,27,4,27,gvm-em,IterationLimit,800,3000,-1.0293185159752714,0.019829344499444422,0.12833333333333333,0.15433333333333332,458.6387,1.5074,0.5502,26551
gaussian-local,0,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.15433333333333332,205.5418,,,0
gaussian-local,0,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.15433333333333332,206.128,,,0
gaussian-local,1,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.0216864327078987,0.016217037047768185,0.14466666666666667,0.161,1.0916,1.1742,0.5555,0
gaussian-local,1,6,1,5,gmm-chart-em,Fitted,800,3000,-1.0216864327078985,0.016217037047768185,0.14466666666666667,0.161,1.0555,0.7919,0.5333,0
gaussian-local,1,6,1,6,gvm-em,Converged,800,3000,-1.0221150303674853,0.016234845155631537,0.14933333333333335,0.161,5.006,0.6485,0.466,216
gaussian-local,1,13,2,11,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.161,101.9261,,,0
gaussian-local,1,13,2,11,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.161,100.1996,,,0
gaussian-local,1,13,2,13,gvm-em,IterationLimit,800,3000,-1.0308161125654878,0.016725040846848935,0.15966666666666668,0.161,205.6431,0.9742,0.5505,11319
gaussian-local,1,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.161,207.2555,,,0
gaussian-local,1,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.161,204.5561,,,0
gaussian-local,1,27,4,27,gvm-em,IterationLimit,800,3000,-1.0430999907833136,0.017159635259511575,0.15066666666666667,0.161,458.9883,1.4724,0.5609,26477
gaussian-local,2,6,1,6,gvm-em,Converged,800,3000,-1.080748526658567,0.01933588109908856,0.14333333333333334,0.16166666666666665,4.9105,0.6598,0.4808,216
gaussian-local,2,6,1,5,gmm-chart-em,Fitted,800,3000,-1.080822521990679,0.0193401647776935,0.16366666666666665,0.16166666666666665,1.1441,0.8047,0.5528,0
gaussian-local,2,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.080822521990679,0.0193401647776935,0.16366666666666665,0.16166666666666665,1.0266,1.1437,0.4832,0
gaussian-local,2,13,2,13,gvm-em,IterationLimit,800,3000,-1.0887570480071427,0.01994126408695646,0.15133333333333332,0.16166666666666665,241.2845,0.9348,0.5673,13424
gaussian-local,2,13,2,11,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,100.6713,,,0
gaussian-local,2,13,2,11,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,100.0323,,,0
gaussian-local,2,27,4,27,gvm-em,IterationLimit,800,3000,-1.0983423442922766,0.02081918966926286,0.15066666666666667,0.16166666666666665,462.564,1.4511,0.57,26792
gaussian-local,2,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,211.9147,,,0
gaussian-local,2,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,210.0817,,,0
gaussian-local,3,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.0614774182041253,0.018281003037798838,0.172,0.15433333333333332,1.2748,1.1795,0.5505,0
gaussian-local,3,6,1,5,gmm-chart-em,Fitted,800,3000,-1.0614774182041253,0.018281003037798838,0.172,0.15433333333333332,1.0465,0.7665,0.4988,0
gaussian-local,3,6,1,6,gvm-em,Converged,800,3000,-1.0632532314737226,0.0183706207516774,0.16333333333333333,0.15433333333333332,5.0379,0.6425,0.4917,216
gaussian-local,3,13,2,11,gmm-wrapped-em,Fitted,800,3000,-1.071129547334044,0.018761506310599165,0.18266666666666667,0.15433333333333332,36.9423,2.0815,0.6504,0
